site,year,subrur,easting,northing,temperature,housesparrow,starling
482,25,-1,293400,74500,6.2,13.80769231,1.423076924
483,25,-1,281300,89300,4.771666667,7.111538462,1.542307693
484,25,-1,420400,139400,3.725,13.19230769,10.92307692
485,25,-1,330500,280800,3.11,12.30769231,0.884615385
486,25,-1,404900,263800,3.538333333,2.090909091,0.076923077
487,25,-1,445500,352800,3.16,22.65384616,18.5
488,25,-1,460700,330800,3.581666667,8.538461539,5.192307692
489,28,-1,388600,327200,3.685,17.23076923,38.38461539
490,25,-1,326600,340900,3.655,3.230769231,0
491,25,-1,262800,292500,5.496666667,6.26923077,0.653846154
492,25,-1,317100,195200,3.795,14.11538462,10.61538462
493,25,-1,318900,313900,3.538333333,2.704545455,0
494,25,-1,256400,257200,4.175,0,0.615384615
495,28,1,330300,357600,4.461666667,13.5,8.192307692
496,25,-1,222500,327700,5.451666667,11.69230769,33.26923077
497,25,-1,197300,222900,4.69,9.192307692,5.423076923
498,25,-1,268200,260100,3.898333333,9.118589742,4.314102565
499,25,1,334300,380800,4.713333333,10,10.42307692
500,25,-1,344600,293200,2.646666667,3.115384616,0
501,32,-1,344600,293201,2.871666667,2.076923077,0
502,25,-1,335900,282900,3.046666667,24.53525641,0.083333334
503,26,-1,343400,278400,1.778333333,27.17307693,3.365384616
504,25,-1,226600,241700,4.606666667,8.950757574,2.458333334
505,25,-1,223400,469700,5.965,18.61538462,2.384615385
506,25,-1,427600,122300,4.195,0,0.923076923
507,28,1,374800,400400,4.798333333,2.846153846,0.961538462
508,25,-1,385400,356300,3.183333333,5.493589744,0.041666667
509,25,-1,415100,239200,3.628333333,3.423076923,3.192307693
510,25,-1,405000,835600,1.653333333,6.230769231,0.384615385
511,25,1,407600,182500,3.898333333,0.458333334,3.333333333
512,25,-1,255400,407800,6.296666667,3.863247863,3.23931624
513,25,-1,236700,477100,5.4,0,0
514,25,1,349200,715500,2.306666667,2.769230769,2.615384615
515,25,1,520200,128700,3.875,7.153846154,5.692307692
516,26,1,325000,523700,1.781666667,0.4,0.9
517,25,-1,332300,355300,3.895,12.1,20.9
518,29,1,435400,384200,3.625,0,5.846153846
519,32,-1,491400,482100,3.17,1.273504274,4.047008547
520,26,1,269900,201700,3.436666667,13.92307692,11
521,26,1,240000,220300,2.48,10.5,17.80769231
522,26,1,443900,315500,2.181666667,22.30769231,37.88461539
523,26,-1,308400,184500,2.935,2.961538462,4.538461539
524,26,-1,184000,39600,5.628333333,0,0
525,26,-1,238300,388800,4.15,10.36363636,4
526,29,1,336300,364700,4.011666667,5.192307692,5.653846154
527,26,1,291400,67400,5,7.884615385,0.461538462
528,28,1,260700,188800,6.233333333,0.275641026,0.038461539
529,26,-1,335600,354800,2.823333333,31.19230769,10.38461538
530,26,-1,283400,102500,3.443333333,15.6780303,3.765151516
531,26,1,340500,124400,3.366666667,0,0
532,26,-1,341300,372800,3.315,19.86363637,0.545454546
533,26,1,540600,168900,3.266666667,7.26923077,9.807692309
534,26,-1,256500,202200,3.568333333,20.35664336,3.104895105
535,26,-1,470000,205700,2.501666667,28.34615385,31.42307692
536,27,1,346100,153300,3.286666667,2.192307693,2.682692308
537,27,-1,296900,296100,1.893333333,0.769230769,0
538,28,1,254900,132100,5.71,1.653846154,1.038461539
539,28,1,342200,308300,4.06,8.265734268,0
540,27,1,327300,364800,2.995,29.61538462,7.403846154
541,27,-1,252000,70000,3.396666667,1.480769231,3.586538462
542,27,-1,276600,873600,2.461666667,21.65384615,23.80769231
543,27,1,351000,214200,2.91,7.833333334,14.375
544,27,1,326800,203000,2.41,1.384615385,5.384615385
545,27,-1,315500,375800,3.161666667,4.538461539,4.230769231
546,27,1,286700,79200,3.818333333,7.423076923,2.653846154
547,27,-1,170300,12400,6.081666667,13.1923077,1.615384616
548,27,-1,250600,132100,4.406666667,4.602564103,4.583333334
549,27,-1,347400,379300,3.656666667,0,0
550,28,1,190000,824200,2.396666667,0.038461539,0
551,27,-1,299600,820300,-0.13,0.346153847,0.192307693
552,27,-1,300500,176700,2.688333333,13.5,7.076923077
553,27,-1,359100,267400,2.675,17.26282051,3.942307693
554,27,1,399000,406600,2.096666667,0.153846154,4.038461539
555,27,1,538100,244300,2.576666667,6.636363637,7.695454546
556,27,1,328900,369100,3.228333333,7.525641026,9.21794872
557,28,1,393300,377400,4.355,3,7.944444445
558,28,1,419200,181100,3.846666667,0,0.038461539
559,28,-1,472500,388400,3.698333333,10.30769231,11.11538461
560,28,-1,254800,375800,6.003333333,3.384615385,1.846153847
561,28,1,474700,106100,4.98,14.88461539,15.88461539
562,28,1,257200,651800,3.593333333,0.762626263,1.636363637
563,28,-1,225700,52600,6.595,1.797202798,3.70979021
564,28,-1,263000,93900,3.89,0,0
565,28,-1,237100,498300,6.136666667,17.15384615,0.115384616
566,28,-1,260500,37300,5.736666667,19.98397436,15.84294872
567,28,1,227600,467900,6.781666667,25.69230769,0.346153847
568,28,-1,243900,500900,6.411666667,9.766025643,0
569,28,1,604800,262700,4.016666667,3.846153846,4
570,28,-1,236100,490000,5.138333333,0.1,0
571,28,1,420100,560000,3.71,4.383838384,0.5
572,28,-1,273500,277000,3.965,0,0
573,28,-1,319700,351500,3.413333333,1.884615385,0
574,28,1,259100,281900,6.131666667,0,0.153846154
575,28,1,289600,642900,2.918333333,14.65384616,0.490384616
576,28,1,255800,372100,6.043333333,3.846153846,0.76923077
577,28,-1,343400,535400,3.533333333,7.307692308,2.115384615
578,28,1,179600,31100,6.28,5.730769231,0.807692308
579,31,-1,305800,107200,3.538333333,5.192307693,3.653846154
580,28,-1,252400,359200,5.03,2.923076923,0
581,28,-1,366900,614300,2.746666667,0,0.038461539
582,28,-1,451200,132000,3.898333333,0.357692308,1.642307693
583,28,-1,161300,760800,3.5,0,0
584,28,1,399300,653800,4.275,3.426282051,7.42948718
585,31,-1,399300,653800,2.281666667,0,0
586,30,-1,360900,346900,3.455,12.15384615,10.23076923
587,30,-1,339500,711900,2.011666667,3.538461539,13
588,30,-1,621300,244900,3.876666667,0,10.80769231
589,30,-1,407300,483600,1.973333333,3.016025641,0
590,29,1,247300,656900,2.326666667,19.71153846,4.996794872
591,29,1,519700,229400,3.546666667,16.69230769,5.038461539
592,29,1,612300,160900,4.113333333,15.23076923,42.46153846
593,30,1,452500,410700,3.568333333,1.26923077,0.115384616
594,29,1,520800,186400,4.266666667,33.07692308,0.115384616
595,29,-1,288700,272200,2.083333333,0,0
596,30,1,506100,216400,3.443333333,24.27884616,11.83333334
597,30,1,448100,122500,3.645,6.080128205,1.733974359
598,30,1,328100,406900,5.32,0.769230769,0.730769231
599,30,1,350800,312800,3.673333333,6.730769231,6.230769231
600,30,1,427400,98700,4.155,1.111111112,1.680555556
601,30,1,319300,179900,4.475,14.51923077,1.211538462
602,30,1,391400,174000,2.875,5.384615385,11.84615385
603,30,1,410300,555000,2.431666667,1.737179488,1.493589744
604,30,1,427200,541600,3.251666667,11.70512821,0.96474359
605,30,1,428600,91700,4.775,0.038461539,13.84615385
606,30,1,539600,136900,2.981666667,7.300699301,7.440559441
607,30,1,382100,433800,3.266666667,15,14.61538462
608,30,1,451500,340000,3.893333333,4.615384615,0.769230769
609,30,1,554800,156900,3.248333333,13.23076923,4.615384615
610,30,1,353000,427000,4.243333333,5.493589744,14.08653846
611,30,1,452800,515100,3.583333333,4.233974359,34.23717949
612,30,1,431600,380000,3.193333333,7.192307692,8.153846154
613,30,1,435100,417200,3.8,0.121794872,0.355769231
614,30,1,621700,306200,3.923333333,10.38461539,9.653846153
615,30,1,591500,186300,4.715,5.331168831,0.675324675
616,30,1,436100,219300,3.173333333,0.083333334,4.378787879
617,30,1,539900,174500,4.666666667,2.538461539,1.923076923
618,30,1,410500,281000,3.423333333,1.153846154,0.846153846
619,30,1,575300,164200,3.811666667,7.251748251,7.797202798
620,30,-1,585800,218400,3.745,6.538461539,3.5
621,30,-1,519500,151900,2.9,0,6.846153844
622,30,-1,384200,284200,3.368333333,1.646153846,16.62692308
623,30,-1,425000,404000,2.595,2.902097902,0
624,30,-1,492000,198900,3.006666667,0.038461539,1.021367522
625,30,-1,638500,321600,4.285,15.88461539,4.346153846
626,30,-1,599800,285800,3.275,3.583333334,4.416666667
627,30,-1,186300,218300,4.813333333,0.92948718,0.955128205
628,30,-1,478500,129000,3.295,0,0
629,30,-1,284500,135500,3.058333333,10.97619048,1.833333334
630,30,-1,252900,70800,3.905,6.153846154,0
631,33,-1,263800,243600,3.548333333,4.615384616,0.538461539
632,30,-1,426400,534400,2.698333333,23.73717949,4.282051282
633,30,-1,320400,366400,3.348333333,0.192307693,0.038461539
634,30,-1,471100,135000,2.938333333,2.307692308,7.692307692
635,30,1,358200,388000,4.186666667,23,17.84615385
636,30,-1,91500,12000,8.225,6.307692308,15.34615385
637,30,-1,404300,421200,2.453333333,0.163461539,0.278846154
638,30,-1,641200,286200,3.425,22.92307692,0.807692308
639,30,-1,408400,307000,3.218333333,2.538461539,0.076923077
640,30,1,301400,107200,4.101666667,8.153846154,10.76923077
641,30,1,391600,375000,3.433333333,0,0
642,30,1,517500,299700,3.521666667,10.76923077,22.03846154
643,30,1,519000,200300,3.47,3.153846154,11.61538462
644,30,1,446500,166200,3.168333333,3.67948718,2.217948718
645,30,1,423100,567300,3.303333333,8.730769232,1.884615385
646,30,1,347800,374400,4.186666667,0.076923077,2.576923077
647,30,1,525200,193600,4.296666667,4.695512821,1.201923077
648,30,-1,564200,198500,3.545,12.03846154,12.88461539
649,30,-1,330800,264700,3.23,3.615384616,4.038461539
650,30,-1,522300,235800,3.538333333,3.615384615,4.615384616
651,30,-1,285700,68600,5.173333333,10.73076923,0
652,30,-1,616900,155200,3.631666667,22.15384616,8.769230767
653,30,-1,488300,102200,4.428333333,25.19230769,19.84615385
654,30,-1,535300,211500,3.61,1.269230769,1.923076923
655,30,1,423400,302600,3.186666667,14.42307693,10.19230769
656,30,1,580600,164900,4.048333333,10.24358974,16.70512821
657,30,-1,402700,168300,2.833333333,0,0
658,30,-1,495300,255600,3.31,7.625,8.336538462
659,30,-1,512000,230200,3.456666667,10.81118881,11.31468531
660,30,1,516000,200200,3.47,5.467948718,3.342948718
661,30,1,546200,201000,3.433333333,4.102564103,2.759615385
662,34,1,546200,201001,3.293333333,3.016025641,0.525641026
663,30,1,463000,452400,3.418333333,17.88461539,10.34615385
664,30,1,622200,308200,3.923333333,4.899038462,3.317307693
665,30,1,633600,288500,3.486666667,0,0.6
666,30,-1,312500,213500,2.656666667,0.769230769,19.38461538
667,31,1,435900,456800,2.035,7.461538462,7.230769231
668,31,-1,495700,477300,2.223333333,12.92307692,20
669,33,1,618400,242400,3.54,1.405594406,5.772727275
670,31,-1,430700,108500,4.01,0,0
671,32,-1,319300,365200,3.921666667,9.590909091,0.272727273
672,32,1,425000,95800,4.831666667,0,2.615384615
673,32,-1,330000,256600,3.29,4.670940171,0.192307693
674,32,-1,493300,458900,3.073333333,0.230769231,2.076923077
675,33,1,226000,54200,6.641666667,5.100961539,3.831730769
676,34,1,411300,308100,2.911666667,2.746794872,0.195512821
677,34,-1,604600,344000,4.336666667,0.115384616,0
678,34,-1,313700,322300,2.243333333,6.807692308,0.038461539
679,34,1,239800,218800,2.995,1.153846154,4.423076923
680,34,-1,192800,220400,3.646666667,15.38461539,43.65384616
681,34,-1,310100,392300,4.225,8.807692306,0.653846154
682,34,-1,272200,101500,3.843333333,26.38461539,4.076923077
683,34,-1,329400,347800,2.456666667,8.961538462,0.269230769
684,34,1,312700,358600,3.276666667,16.57692308,7.115384616
685,34,1,640000,277800,3.31,13.39230769,10.93846154
686,34,1,248400,58000,4.848333333,13.98076923,0
687,34,-1,419200,541700,2.368333333,9.575,4.758333334
688,34,1,301500,530800,3.511666667,5.653846154,9.846153844
689,34,-1,200600,50100,5.42,5.847222222,0
690,34,-1,328800,192000,3.323333333,6.944444445,0
691,34,1,328600,187700,3.653333333,2.11965812,0.243589744
692,4,1,333600,416500,3.656666667,22.46153846,5.769230769
693,30,1,383400,380800,3.976666667,1.769230769,3.846153846
1,2,-1,280400,698600,2.311666667,0,0.038461539
1,3,-1,280400,698600,1.506666667,0.076923077,0
1,4,-1,280400,698600,1.586666667,0,0
1,5,-1,280400,698600,1.653333333,0,0
1,6,-1,280400,698600,2.113333333,0,0
1,7,-1,280400,698600,0.843333333,0.2,1.483333334
2,10,-1,280400,698601,1.49,0,0.038461539
2,11,-1,280400,698601,1.561666667,0,0.076923077
2,12,-1,280400,698601,0.015,0,0
2,13,-1,280400,698601,1.775,0,0.041666667
2,14,-1,280400,698601,1.573333333,0.038461539,0
2,15,-1,280400,698601,1.231666667,0,0.230769231
2,16,-1,280400,698601,0.376666667,0,0
2,17,-1,280400,698601,1.026666667,0,0.076923077
3,2,1,513000,252200,2.703333333,61.96153846,7.006410257
3,3,1,513000,252200,2.438333333,18.53846154,11.76923077
3,4,1,513000,252200,2.408333333,38.1923077,10.73076923
3,5,1,513000,252200,3.175,28.30769231,11.76923077
3,6,1,513000,252200,2.265,52.84615385,11.11538462
3,7,1,513000,252200,2.435,56.96153846,12.07692308
3,8,1,513000,252200,2.785,37.91346154,12.61538462
3,9,1,513000,252200,1.496666667,53.15384616,13.80769231
3,10,1,513000,252200,2.471666667,37.76923077,18.76923077
3,11,1,513000,252200,2.675,54.26923077,15.61538462
3,12,1,513000,252200,1.156666667,41.95454546,23.84615385
3,13,1,513000,252200,2.818333333,33,24.33333333
4,2,-1,259900,370300,4.935,1,1.615384616
4,3,-1,259900,370300,4.633333333,1.923076923,3.038461539
4,4,-1,259900,370300,4.508333333,0.269230769,0
4,5,-1,259900,370300,4.65,8.461538462,0
5,2,1,524200,201100,2.781666667,33.30769231,24.07692308
5,3,1,524200,201100,2.543333333,36.52564103,22.24038462
6,2,-1,306600,92200,3.901666667,1,0.307692308
6,3,-1,306600,92200,3.693333333,0.346153847,1.692307693
6,4,-1,306600,92200,3.961666667,0.192307693,0.346153846
6,5,-1,306600,92200,4.458333333,0.846153846,0
6,6,-1,306600,92200,3.695,1.461538462,3.346153846
6,7,-1,306600,92200,3.583333333,0.810897436,0.157051282
7,10,-1,306600,92201,3.886666667,0.477564103,0.230769231
7,11,-1,306600,92201,3.793333333,0.192307693,1.307692308
7,12,-1,306600,92201,3.268333333,0.346153847,3.346153846
7,13,-1,306600,92201,4.105,0.307692308,0.384615385
7,14,-1,306600,92201,3.753333333,1.461538462,0.423076924
7,15,-1,306600,92201,2.976666667,3.884615385,6
7,16,-1,306600,92201,2.753333333,2.576923077,2.576923077
7,17,-1,306600,92201,3.253333333,1.615384616,0.884615385
7,18,-1,306600,92201,4.286666667,3.807692308,0.884615385
7,19,-1,306600,92201,4.825,4.346153846,0.384615385
7,20,-1,306600,92201,5.318333333,6.5,0.884615385
7,21,-1,306600,92201,3.508333333,8.038461541,0.923076923
7,22,-1,306600,92201,3.846666667,6.153846154,0.230769231
7,23,-1,306600,92201,3.843333333,3.25,0.166666667
7,24,-1,306600,92201,3.705,8.384615386,0.076923077
7,25,-1,306600,92201,5.008333333,2.730769231,0
7,26,-1,306600,92201,3.78,1.083333334,0.041666667
7,27,-1,306600,92201,3.68,0.230769231,0
7,28,-1,306600,92201,4.946666667,0.125,0.46474359
7,29,-1,306600,92201,4.31,0.076923077,0.115384616
7,30,-1,306600,92201,4.341666667,0,0
7,31,-1,306600,92201,3.958333333,0,0.115384616
8,2,1,429800,218300,2.823333333,5.192307692,27.57692308
8,3,1,429800,218300,2.57,5.538461539,15.15384615
8,4,1,429800,218300,2.566666667,5.730769231,12.26923077
9,2,-1,590400,166300,4.036666667,38.11538462,36.5
9,3,-1,590400,166300,3.756666667,22.83012821,41.88782051
9,4,-1,590400,166300,3.921666667,41.34615385,43.73076923
9,5,-1,590400,166300,4.56,61.53846154,57.76923077
9,6,-1,590400,166300,3.496666667,31.84615385,55.92307692
9,7,-1,590400,166300,4.111666667,42.5224359,19.54166667
9,8,-1,590400,166300,4.188333333,32.53846154,44.65384616
9,9,-1,590400,166300,3.078333333,31.03846154,55.87606838
10,4,1,442300,115700,3.713333333,60.84615385,18.96153846
10,5,1,442300,115700,4.22,51.26923077,21.73076923
10,6,1,442300,115700,3.298333333,52.88461539,14.88461539
10,7,1,442300,115700,3.621666667,50.96153846,11.74358974
10,8,1,442300,115700,3.825,53.30128205,9.743589742
10,9,1,442300,115700,2.668333333,47.69230769,10.61538461
10,10,1,442300,115700,3.675,36.73076923,5.076923077
10,11,1,442300,115700,3.59,34.61538462,4.846153846
11,2,-1,541200,164200,2.926666667,22.69230769,2.26923077
11,3,-1,541200,164200,2.625,14.69230769,2.230769231
11,4,-1,541200,164200,2.803333333,17.86713287,1.730769231
11,5,-1,541200,164200,3.521666667,15.61538462,2.384615385
11,6,-1,541200,164200,2.396666667,17.44405595,1.723776224
11,7,-1,541200,164200,2.903333333,14.76923077,1.730769231
11,8,-1,541200,164200,3.08,14.58333333,1.333333333
11,9,-1,541200,164200,1.85,11,1.692307693
12,12,-1,541200,164201,1.765,14.18910257,0.810897436
12,13,-1,541200,164201,3.126666667,7.814102565,0.330128205
13,2,-1,467800,254200,2.183333333,10.54166667,7.541666667
13,3,-1,467800,254200,1.941666667,11.03846154,7.346153847
13,4,-1,467800,254200,1.888333333,22.15384616,9.999999999
13,5,-1,467800,254200,2.621666667,19.30769231,8.846153846
13,6,-1,467800,254200,1.771666667,17.73076923,7.307692308
13,7,-1,467800,254200,1.803333333,19.03846154,7.038461539
13,8,-1,467800,254200,2.281666667,10.07692308,4.615384615
13,9,-1,467800,254200,0.945,10.23076923,11.42307693
13,10,-1,467800,254200,1.976666667,9.499999999,9.038461538
13,11,-1,467800,254200,2.213333333,8.76923077,6.115384616
13,12,-1,467800,254200,0.685,7.461538462,5.26923077
14,2,-1,369200,82000,4.488333333,26.96153846,19.46153846
14,3,-1,369200,82000,4.178333333,20.26923077,8.769230768
14,4,-1,369200,82000,4.501666667,19.41666667,3.708333334
14,5,-1,369200,82000,4.963333333,21.15384616,3.567307693
14,6,-1,369200,82000,4.165,20.34615385,11.5
14,7,-1,369200,82000,4.333333333,31.07692308,8.384615386
14,8,-1,369200,82000,4.588333333,22.59090909,11.56643357
14,9,-1,369200,82000,3.496666667,25.53365385,14.13942308
14,10,-1,369200,82000,4.481666667,27.34615385,10.93910256
14,11,-1,369200,82000,4.335,28.63782051,12.47115385
14,12,-1,369200,82000,3.74,24.17307693,24.4198718
14,13,-1,369200,82000,4.763333333,19.81730769,6.391025641
14,14,-1,369200,82000,4.43,20.92307692,13.76923077
14,15,-1,369200,82000,3.59,22.92307693,16.46153846
14,16,-1,369200,82000,3.298333333,21.61538462,28
14,17,-1,369200,82000,3.765,21.30769231,33.76923077
14,18,-1,369200,82000,4.888333333,15.84615385,18.07692308
14,19,-1,369200,82000,5.423333333,9.307692308,16.61538462
14,20,-1,369200,82000,5.965,8.692307693,15.26923077
14,21,-1,369200,82000,4.195,9.576923077,23.23076923
14,22,-1,369200,82000,4.428333333,10.76923077,25.96153846
14,23,-1,369200,82000,4.415,13.32371795,20.03525641
14,24,-1,369200,82000,4.471666667,10.34615385,19.11538462
14,25,-1,369200,82000,5.833333333,8.5,16.46153847
14,26,-1,369200,82000,4.558333333,9.346153846,14.11538462
14,27,-1,369200,82000,4.428333333,8.730769231,11.34615385
